,count,mean,std,min,25%,50%,75%,max
3.0,195.0,0.09566010564102564,0.09397359179257841,0.0,0.0344617,0.0651804,0.12435874999999999,0.5392191
5.0,128.0,0.10239876640625001,0.09857049323084076,0.0,0.031067949999999997,0.0644711,0.14395772499999998,0.4703224
4.0,17.0,0.03916758823529412,0.03684150188798433,0.0071307,0.0203966,0.0286311,0.0395882,0.1392285
1.0,73.0,0.16415583150684931,0.12636395592212651,0.0064995,0.0651184,0.1303996,0.2323278,0.4853574
2.0,18.0,0.23243742222222222,0.18097692216840167,0.0418923,0.0979885,0.15677370000000002,0.3442381,0.7441774
6.0,57.0,0.18353603859649126,0.18486317634472718,0.0117414,0.0579559,0.1185842,0.2602626,1.0
0.0,26.0,0.2058980653846154,0.14280021542370291,0.0116743,0.10460005,0.17400425,0.31526195,0.4853574
