,count,mean,std,min,25%,50%,75%,max
1.0,1383.0,0.09626765958062182,0.10810237102236471,0.0,0.034771949999999996,0.0621471,0.1192767,1.0
2.0,1032.0,0.10901821647286822,0.11336848690256114,0.0,0.0401124,0.0689571,0.138056225,1.0
3.0,934.0,0.12563913115631692,0.12964739431108063,0.0,0.0401124,0.0821507,0.15915707499999998,1.0
0.0,1550.0,0.1013714564516129,0.10463211892943894,0.0,0.037387175,0.0660153,0.12882280000000002,1.0
