,ID,Autor,Data,Texto,Link,Rede,Tipo,Curtidas,Comentários,Compart.,Hora,Curtidas Normalizadas,Class
466,267949976607343_613675303452823,Lula,2022-07-07,"No próximo sábado, 9 de julho, Lula estará na Praça da Moça, em Diadema (SP). Quer participar do evento? Se cadastre no link: https://lula.com.br/diadema-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/613675303452823,facebook,photo,10000,1684,1222,16:30:01,0.0401124,Advertising
467,267949976607343_613675303452823,Lula,2022-07-07,"No próximo sábado, 9 de julho, Lula estará na Praça da Moça, em Diadema (SP). Quer participar do evento? Se cadastre no link: https://lula.com.br/diadema-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/613675303452823,facebook,photo,10000,1684,1222,16:30:01,0.0401124,Suit
468,267949976607343_613675303452823,Lula,2022-07-07,"No próximo sábado, 9 de julho, Lula estará na Praça da Moça, em Diadema (SP). Quer participar do evento? Se cadastre no link: https://lula.com.br/diadema-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/613675303452823,facebook,photo,10000,1684,1222,16:30:01,0.0401124,Electric blue
469,267949976607343_613675303452823,Lula,2022-07-07,"No próximo sábado, 9 de julho, Lula estará na Praça da Moça, em Diadema (SP). Quer participar do evento? Se cadastre no link: https://lula.com.br/diadema-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/613675303452823,facebook,photo,10000,1684,1222,16:30:01,0.0401124,Happy
470,267949976607343_613675303452823,Lula,2022-07-07,"No próximo sábado, 9 de julho, Lula estará na Praça da Moça, em Diadema (SP). Quer participar do evento? Se cadastre no link: https://lula.com.br/diadema-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/613675303452823,facebook,photo,10000,1684,1222,16:30:01,0.0401124,Smile
471,267949976607343_613675303452823,Lula,2022-07-07,"No próximo sábado, 9 de julho, Lula estará na Praça da Moça, em Diadema (SP). Quer participar do evento? Se cadastre no link: https://lula.com.br/diadema-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/613675303452823,facebook,photo,10000,1684,1222,16:30:01,0.0401124,Book
472,267949976607343_613675303452823,Lula,2022-07-07,"No próximo sábado, 9 de julho, Lula estará na Praça da Moça, em Diadema (SP). Quer participar do evento? Se cadastre no link: https://lula.com.br/diadema-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/613675303452823,facebook,photo,10000,1684,1222,16:30:01,0.0401124,Publication
473,267949976607343_613675303452823,Lula,2022-07-07,"No próximo sábado, 9 de julho, Lula estará na Praça da Moça, em Diadema (SP). Quer participar do evento? Se cadastre no link: https://lula.com.br/diadema-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/613675303452823,facebook,photo,10000,1684,1222,16:30:01,0.0401124,Font
474,267949976607343_613675303452823,Lula,2022-07-07,"No próximo sábado, 9 de julho, Lula estará na Praça da Moça, em Diadema (SP). Quer participar do evento? Se cadastre no link: https://lula.com.br/diadema-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/613675303452823,facebook,photo,10000,1684,1222,16:30:01,0.0401124,1D barcode
475,267949976607343_613675303452823,Lula,2022-07-07,"No próximo sábado, 9 de julho, Lula estará na Praça da Moça, em Diadema (SP). Quer participar do evento? Se cadastre no link: https://lula.com.br/diadema-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/613675303452823,facebook,photo,10000,1684,1222,16:30:01,0.0401124,Poster
476,267949976607343_613675303452823,Lula,2022-07-07,"No próximo sábado, 9 de julho, Lula estará na Praça da Moça, em Diadema (SP). Quer participar do evento? Se cadastre no link: https://lula.com.br/diadema-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/613675303452823,facebook,photo,10000,1684,1222,16:30:01,0.0401124,World
871,267949976607343_619100159577004,Lula,2022-07-14,Faltam 80 dias! Lula dos anos 1980 já te convidava a participar da política. #equipeLula,https://www.facebook.com/532424834911204/posts/619100159577004,facebook,video,9781,1075,1689,12:07:46,0.0390904,People
872,267949976607343_619100159577004,Lula,2022-07-14,Faltam 80 dias! Lula dos anos 1980 já te convidava a participar da política. #equipeLula,https://www.facebook.com/532424834911204/posts/619100159577004,facebook,video,9781,1075,1689,12:07:46,0.0390904,Poster
873,267949976607343_619100159577004,Lula,2022-07-14,Faltam 80 dias! Lula dos anos 1980 já te convidava a participar da política. #equipeLula,https://www.facebook.com/532424834911204/posts/619100159577004,facebook,video,9781,1075,1689,12:07:46,0.0390904,Sleeve
874,267949976607343_619100159577004,Lula,2022-07-14,Faltam 80 dias! Lula dos anos 1980 já te convidava a participar da política. #equipeLula,https://www.facebook.com/532424834911204/posts/619100159577004,facebook,video,9781,1075,1689,12:07:46,0.0390904,Font
875,267949976607343_619100159577004,Lula,2022-07-14,Faltam 80 dias! Lula dos anos 1980 já te convidava a participar da política. #equipeLula,https://www.facebook.com/532424834911204/posts/619100159577004,facebook,video,9781,1075,1689,12:07:46,0.0390904,Human
876,267949976607343_619100159577004,Lula,2022-07-14,Faltam 80 dias! Lula dos anos 1980 já te convidava a participar da política. #equipeLula,https://www.facebook.com/532424834911204/posts/619100159577004,facebook,video,9781,1075,1689,12:07:46,0.0390904,Blurred
2530,267949976607343_642147010605652,Lula,2022-08-09,Dia dos Povos Indígenas: legado do PT e destruição de Bolsonaro! #equipeLula,https://www.facebook.com/532424834911204/posts/642147010605652,facebook,photo,3716,477,486,20:00:18,0.0107887,Advertising
2531,267949976607343_642147010605652,Lula,2022-08-09,Dia dos Povos Indígenas: legado do PT e destruição de Bolsonaro! #equipeLula,https://www.facebook.com/532424834911204/posts/642147010605652,facebook,photo,3716,477,486,20:00:18,0.0107887,Hat
2532,267949976607343_642147010605652,Lula,2022-08-09,Dia dos Povos Indígenas: legado do PT e destruição de Bolsonaro! #equipeLula,https://www.facebook.com/532424834911204/posts/642147010605652,facebook,photo,3716,477,486,20:00:18,0.0107887,Cap
2533,267949976607343_642147010605652,Lula,2022-08-09,Dia dos Povos Indígenas: legado do PT e destruição de Bolsonaro! #equipeLula,https://www.facebook.com/532424834911204/posts/642147010605652,facebook,photo,3716,477,486,20:00:18,0.0107887,Publication
2534,267949976607343_642147010605652,Lula,2022-08-09,Dia dos Povos Indígenas: legado do PT e destruição de Bolsonaro! #equipeLula,https://www.facebook.com/532424834911204/posts/642147010605652,facebook,photo,3716,477,486,20:00:18,0.0107887,Poster
2535,267949976607343_642147010605652,Lula,2022-08-09,Dia dos Povos Indígenas: legado do PT e destruição de Bolsonaro! #equipeLula,https://www.facebook.com/532424834911204/posts/642147010605652,facebook,photo,3716,477,486,20:00:18,0.0107887,Font
2536,267949976607343_642147010605652,Lula,2022-08-09,Dia dos Povos Indígenas: legado do PT e destruição de Bolsonaro! #equipeLula,https://www.facebook.com/532424834911204/posts/642147010605652,facebook,photo,3716,477,486,20:00:18,0.0107887,Happy
2537,267949976607343_642147010605652,Lula,2022-08-09,Dia dos Povos Indígenas: legado do PT e destruição de Bolsonaro! #equipeLula,https://www.facebook.com/532424834911204/posts/642147010605652,facebook,photo,3716,477,486,20:00:18,0.0107887,Gesture
2538,267949976607343_642147010605652,Lula,2022-08-09,Dia dos Povos Indígenas: legado do PT e destruição de Bolsonaro! #equipeLula,https://www.facebook.com/532424834911204/posts/642147010605652,facebook,photo,3716,477,486,20:00:18,0.0107887,Watch
2801,267949976607343_646240046863015,Lula,2022-08-14,"Um feliz dia dos pais. Com muito carinho, fraternidade, amor e esperança de dias melhores para o Brasil. 

??: Ricardo Stuckert",https://www.facebook.com/532424834911204/posts/646240046863015,facebook,video,10000,4960,2916,12:47:15,0.0401124,Dress shirt
