,ID,Autor,Data,Texto,Link,Rede,Tipo,Curtidas,Comentários,Compart.,Hora,Curtidas Normalizadas,Class
1122,211857482296579_619468086197283,Jair Bolsonaro,2022-07-16,- O poste fazendo pipi no cachorro.,https://www.facebook.com/522427482568011/posts/619468086197283,facebook,video,116658,10643,21531,19:37:08,0.1451926,Sleeve
1123,211857482296579_619468086197283,Jair Bolsonaro,2022-07-16,- O poste fazendo pipi no cachorro.,https://www.facebook.com/522427482568011/posts/619468086197283,facebook,video,116658,10643,21531,19:37:08,0.1451926,Shelving
1124,211857482296579_619468086197283,Jair Bolsonaro,2022-07-16,- O poste fazendo pipi no cachorro.,https://www.facebook.com/522427482568011/posts/619468086197283,facebook,video,116658,10643,21531,19:37:08,0.1451926,Publication
1125,211857482296579_619468086197283,Jair Bolsonaro,2022-07-16,- O poste fazendo pipi no cachorro.,https://www.facebook.com/522427482568011/posts/619468086197283,facebook,video,116658,10643,21531,19:37:08,0.1451926,Glasses
1126,211857482296579_619468086197283,Jair Bolsonaro,2022-07-16,- O poste fazendo pipi no cachorro.,https://www.facebook.com/522427482568011/posts/619468086197283,facebook,video,116658,10643,21531,19:37:08,0.1451926,Shelf
1127,211857482296579_619468086197283,Jair Bolsonaro,2022-07-16,- O poste fazendo pipi no cachorro.,https://www.facebook.com/522427482568011/posts/619468086197283,facebook,video,116658,10643,21531,19:37:08,0.1451926,Bookcase
1128,211857482296579_619468086197283,Jair Bolsonaro,2022-07-16,- O poste fazendo pipi no cachorro.,https://www.facebook.com/522427482568011/posts/619468086197283,facebook,video,116658,10643,21531,19:37:08,0.1451926,Chin
1284,211857482296579_624166005727491,Jair Bolsonaro,2022-07-22,,https://www.facebook.com/522427482568011/posts/624166005727491,facebook,video,74423,6137,8157,10:54:20,0.0894417,News
1285,211857482296579_624166005727491,Jair Bolsonaro,2022-07-22,,https://www.facebook.com/522427482568011/posts/624166005727491,facebook,video,74423,6137,8157,10:54:20,0.0894417,Television presenter
1286,211857482296579_624166005727491,Jair Bolsonaro,2022-07-22,,https://www.facebook.com/522427482568011/posts/624166005727491,facebook,video,74423,6137,8157,10:54:20,0.0894417,Gesture
1287,211857482296579_624166005727491,Jair Bolsonaro,2022-07-22,,https://www.facebook.com/522427482568011/posts/624166005727491,facebook,video,74423,6137,8157,10:54:20,0.0894417,Jaw
1288,211857482296579_624166005727491,Jair Bolsonaro,2022-07-22,,https://www.facebook.com/522427482568011/posts/624166005727491,facebook,video,74423,6137,8157,10:54:20,0.0894417,Human
1289,211857482296579_624166005727491,Jair Bolsonaro,2022-07-22,,https://www.facebook.com/522427482568011/posts/624166005727491,facebook,video,74423,6137,8157,10:54:20,0.0894417,Facial expression
1290,211857482296579_624166005727491,Jair Bolsonaro,2022-07-22,,https://www.facebook.com/522427482568011/posts/624166005727491,facebook,video,74423,6137,8157,10:54:20,0.0894417,Eyebrow
1291,211857482296579_624166005727491,Jair Bolsonaro,2022-07-22,,https://www.facebook.com/522427482568011/posts/624166005727491,facebook,video,74423,6137,8157,10:54:20,0.0894417,Chin
1292,211857482296579_624166005727491,Jair Bolsonaro,2022-07-22,,https://www.facebook.com/522427482568011/posts/624166005727491,facebook,video,74423,6137,8157,10:54:20,0.0894417,Hair
1293,211857482296579_624166005727491,Jair Bolsonaro,2022-07-22,,https://www.facebook.com/522427482568011/posts/624166005727491,facebook,video,74423,6137,8157,10:54:20,0.0894417,Forehead
2032,211857482296579_638697360941022,Jair Bolsonaro,2022-08-06,,https://www.facebook.com/522427482568011/posts/638697360941022,facebook,video,44925,3261,8122,07:03:30,0.0505039,News
2033,211857482296579_638697360941022,Jair Bolsonaro,2022-08-06,,https://www.facebook.com/522427482568011/posts/638697360941022,facebook,video,44925,3261,8122,07:03:30,0.0505039,Vision care
2034,211857482296579_638697360941022,Jair Bolsonaro,2022-08-06,,https://www.facebook.com/522427482568011/posts/638697360941022,facebook,video,44925,3261,8122,07:03:30,0.0505039,Jaw
2035,211857482296579_638697360941022,Jair Bolsonaro,2022-08-06,,https://www.facebook.com/522427482568011/posts/638697360941022,facebook,video,44925,3261,8122,07:03:30,0.0505039,Glasses
